date,value,state
2021-01-13,1000000.0,oscillate
2021-01-14,1000000.0,oscillate
2021-01-15,1000000.0,oscillate
2021-01-18,1000000.0,oscillate
2021-01-19,1000000.0,oscillate
2021-01-20,1000000.0,oscillate
2021-01-21,1005442.0,oscillate
2021-01-22,1015401.0,oscillate
2021-01-25,1007997.0,oscillate
2021-01-26,985033.0,oscillate
2021-01-27,991705.0,oscillate
2021-01-28,956992.0,oscillate
2021-01-29,944628.0,oscillate
2021-02-01,957525.0,oscillate
2021-02-02,971726.0,oscillate
2021-02-03,967519.0,oscillate
2021-02-04,979930.0,oscillate
2021-02-05,972070.0,oscillate
2021-02-08,990305.0,oscillate
2021-02-09,1031878.0,oscillate
2021-02-10,1074444.0,oscillate
2021-02-18,1063111.0,oscillate
2021-02-19,1050692.0,oscillate
2021-02-22,1028892.0,oscillate
2021-02-23,1026672.0,oscillate
2021-02-24,995140.0,oscillate
2021-02-25,1003540.0,oscillate
2021-02-26,981693.0,oscillate
2021-03-01,1004222.0,oscillate
2021-03-02,983355.0,oscillate
2021-03-03,996022.0,oscillate
2021-03-04,962462.0,oscillate
2021-03-05,960225.0,oscillate
2021-03-08,912582.0,oscillate
2021-03-09,893470.0,oscillate
2021-03-10,1000000.0,oscillate
2021-03-11,1029835.0,oscillate
2021-03-12,1064095.0,oscillate
2021-03-15,1113453.0,oscillate
2021-03-16,1089445.0,oscillate
2021-03-17,1111153.0,oscillate
2021-03-18,1110312.0,oscillate
2021-03-19,1094133.0,oscillate
2021-03-22,1102328.0,oscillate
2021-03-23,1057972.0,oscillate
2021-03-24,1033428.0,oscillate
2021-03-25,1018093.0,oscillate
2021-03-26,1030030.0,oscillate
2021-03-29,1091091.0,oscillate
2021-03-30,1093675.0,oscillate
2021-03-31,1049629.0,oscillate
2021-04-01,1048517.0,oscillate
2021-04-02,1042734.0,oscillate
2021-04-06,1032972.0,oscillate
2021-04-07,1028098.0,oscillate
2021-04-08,1031822.0,oscillate
2021-04-09,1028201.0,oscillate
2021-04-12,1027874.0,oscillate
2021-04-13,1014587.0,oscillate
2021-04-14,1022887.0,oscillate
2021-04-15,1028479.0,oscillate
2021-04-16,1039773.0,oscillate
2021-04-19,1035308.0,oscillate
2021-04-20,1049852.0,oscillate
2021-04-21,1063824.0,oscillate
2021-04-22,1099160.0,oscillate
2021-04-23,1062697.0,oscillate
2021-04-26,1036785.0,oscillate
2021-04-27,1031861.0,oscillate
2021-04-28,1061051.0,oscillate
2021-04-29,1068143.0,oscillate
2021-04-30,1077966.0,oscillate
2021-05-06,1065491.0,oscillate
2021-05-07,1049921.0,oscillate
2021-05-10,1088783.0,oscillate
2021-05-11,1096920.0,oscillate
2021-05-12,1113209.0,oscillate
2021-05-13,1092588.0,oscillate
2021-05-14,1091767.0,oscillate
2021-05-17,1116512.0,oscillate
2021-05-18,1037609.0,oscillate
2021-05-19,1062762.0,oscillate
2021-05-20,1050904.0,oscillate
2021-05-21,1053584.0,oscillate
2021-05-24,1054959.0,oscillate
2021-05-25,1041727.0,oscillate
2021-05-26,1035811.0,oscillate
2021-05-27,1029448.0,oscillate
2021-05-28,1040659.0,oscillate
2021-05-31,1061723.0,oscillate
2021-06-01,1044374.0,oscillate
2021-06-02,1030660.0,oscillate
2021-06-03,1026523.0,oscillate
2021-06-04,1029203.0,oscillate
2021-06-07,1051910.0,oscillate
2021-06-08,1007256.0,oscillate
2021-06-09,991348.0,oscillate
2021-06-10,997868.0,oscillate
2021-06-11,975751.0,oscillate
2021-06-15,958574.0,oscillate
2021-06-16,940134.0,oscillate
2021-06-17,950845.0,oscillate
2021-06-18,955594.0,oscillate
2021-06-21,984192.0,oscillate
2021-06-22,978122.0,oscillate
2021-06-23,1007270.0,oscillate
2021-06-24,1001275.0,oscillate
2021-06-25,987575.0,oscillate
2021-06-28,1011634.0,oscillate
2021-06-29,1022667.0,oscillate
2021-06-30,1044394.0,oscillate
2021-07-01,1050266.0,oscillate
2021-07-02,1038879.0,oscillate
2021-07-05,1048334.0,oscillate
2021-07-06,1020535.0,oscillate
2021-07-07,1039032.0,oscillate
2021-07-08,1028032.0,oscillate
2021-07-09,1027533.0,oscillate
2021-07-12,1039634.0,oscillate
2021-07-13,1030727.0,oscillate
2021-07-14,1040044.0,oscillate
2021-07-15,1053686.0,oscillate
2021-07-16,1048686.0,oscillate
2021-07-19,1033847.0,oscillate
2021-07-20,1038036.0,oscillate
2021-07-21,1061495.0,oscillate
2021-07-22,1076945.0,oscillate
2021-07-23,1060756.0,oscillate
2021-07-26,1039553.0,bear
2021-07-27,1011160.0,bear
2021-07-28,1008701.0,bear
2021-07-29,1055088.0,bear
2021-07-30,1062877.0,bear
2021-08-02,1094910.0,bear
2021-08-03,1078268.0,oscillate
2021-08-04,1093958.0,bear
2021-08-05,1067302.0,oscillate
2021-08-06,1061685.0,bear
2021-08-09,1077262.0,oscillate
2021-08-10,1060731.0,oscillate
2021-08-11,1046447.0,oscillate
2021-08-12,1055700.0,oscillate
2021-08-13,1067204.0,oscillate
2021-08-16,1040882.0,oscillate
2021-08-17,1012998.0,oscillate
2021-08-18,1025228.0,oscillate
2021-08-19,1027654.0,oscillate
2021-08-20,1026269.0,bear
2021-08-23,1058127.0,oscillate
2021-08-24,1042211.0,oscillate
2021-08-25,1039261.0,oscillate
2021-08-26,1032995.0,bear
2021-08-27,1030793.0,bear
2021-08-30,1022203.0,bear
2021-08-31,1012948.0,bear
2021-09-01,1005040.0,oscillate
2021-09-02,1026320.0,oscillate
2021-09-03,1005798.0,oscillate
2021-09-06,1037722.0,oscillate
2021-09-07,1044763.0,oscillate
2021-09-08,1038399.0,oscillate
2021-09-09,1039023.0,oscillate
2021-09-10,1019545.0,oscillate
2021-09-13,1031688.0,oscillate
2021-09-14,1013424.0,oscillate
2021-09-15,1010554.0,oscillate
2021-09-16,1004935.0,oscillate
2021-09-17,989160.0,oscillate
2021-09-22,1007243.0,oscillate
2021-09-23,1010115.0,oscillate
2021-09-24,1031523.0,oscillate
2021-09-27,1022701.0,oscillate
2021-09-28,1025021.0,oscillate
2021-09-29,980739.0,bear
2021-09-30,1010403.0,bear
2021-10-08,994927.0,oscillate
2021-10-11,1032647.0,oscillate
2021-10-12,1009263.0,oscillate
2021-10-13,993706.0,oscillate
2021-10-14,989219.0,oscillate
2021-10-15,1005559.0,oscillate
2021-10-18,1017081.0,oscillate
2021-10-19,1026058.0,oscillate
2021-10-20,997650.0,oscillate
2021-10-21,1044577.0,oscillate
2021-10-22,1000000.0,oscillate
2021-10-25,1017309.0,oscillate
2021-10-26,1008670.0,oscillate
2021-10-27,1002389.0,oscillate
2021-10-28,1014259.0,oscillate
2021-10-29,1025127.0,oscillate
2021-11-01,1034327.0,oscillate
2021-11-02,1027379.0,bear
2021-11-03,1028136.0,bear
2021-11-04,1049769.0,oscillate
2021-11-05,1047141.0,oscillate
2021-11-08,1050284.0,oscillate
2021-11-09,1049309.0,oscillate
2021-11-10,1042080.0,bear
2021-11-11,1038829.0,oscillate
2021-11-12,1015400.0,bear
2021-11-15,1025508.0,oscillate
2021-11-16,1028774.0,bear
2021-11-17,1030334.0,oscillate
2021-11-18,1025984.0,bear
2021-11-19,1031914.0,bear
2021-11-22,1033118.0,oscillate
2021-11-23,1031494.0,oscillate
2021-11-24,1030810.0,oscillate
2021-11-25,1025998.0,bear
2021-11-26,1019724.0,bear
2021-11-29,1020114.0,bear
2021-11-30,1022234.0,bear
2021-12-01,1017604.0,bear
2021-12-02,1015808.0,bear
2021-12-03,1025338.0,bear
2021-12-06,1021234.0,bear
2021-12-07,1032018.0,oscillate
2021-12-08,1054430.0,oscillate
2021-12-09,1048998.0,oscillate
2021-12-10,1050642.0,bear
2021-12-13,1055918.0,oscillate
2021-12-14,1053802.0,bear
2021-12-15,1044366.0,bear
2021-12-16,1054126.0,oscillate
2021-12-17,1048930.0,bear
2021-12-20,1047550.0,bear
2021-12-21,1057130.0,bear
2021-12-22,1063826.0,oscillate
2021-12-23,1063736.0,oscillate
2021-12-24,1000000.0,bear
2021-12-27,1013776.0,bear
2021-12-28,1019357.0,bear
2021-12-29,1012913.0,bear
2021-12-30,1010886.0,bear
2021-12-31,1017651.0,bear
2022-01-04,1020907.0,bear
2022-01-05,1015230.0,bear
2022-01-06,1021505.0,bear
2022-01-07,1022571.0,bear
2022-01-10,1025222.0,bear
2022-01-11,1014151.0,bear
2022-01-12,1016121.0,bear
2022-01-13,1019928.0,bear
2022-01-14,1011440.0,bear
2022-01-17,1028265.0,bear
2022-01-18,1034033.0,bear
2022-01-19,1038775.0,bear
2022-01-20,1051478.0,bear
2022-01-21,1041967.0,bear
2022-01-24,1044497.0,bear
2022-01-25,1024675.0,bear
2022-01-26,1022200.0,bear
2022-01-27,1013429.0,bear
2022-01-28,1004764.0,bear
2022-02-07,1014661.0,bear
2022-02-08,1029990.0,bear
2022-02-09,1047222.0,bear
2022-02-10,1053387.0,bear
2022-02-11,1060646.0,bear
2022-02-14,1049674.0,bear
2022-02-15,1044238.0,bear
2022-02-16,1040773.0,bear
2022-02-17,1040098.0,bear
2022-02-18,1054864.0,bear
2022-02-21,1064788.0,bear
2022-02-22,1059055.0,bear
2022-02-23,1046827.0,bear
2022-02-24,1037479.0,bear
2022-02-25,1022593.0,bear
2022-02-28,1033267.0,bear
2022-03-01,1047688.0,bear
2022-03-02,1051789.0,bear
2022-03-03,1055320.0,bear
2022-03-04,1056823.0,bear
2022-03-07,1053274.0,bear
2022-03-08,1033726.0,bear
2022-03-09,1043665.0,bear
2022-03-10,1038475.0,bear
2022-03-11,1046455.0,bear
2022-03-14,1031608.0,bear
2022-03-15,1000123.0,bear
2022-03-16,1018483.0,bear
2022-03-17,1020472.0,bear
2022-03-18,1030228.0,bear
2022-03-21,1044877.0,bear
2022-03-22,1057267.0,bear
2022-03-23,1051867.0,bear
2022-03-24,1056310.0,bear
2022-03-25,1056886.0,bear
2022-03-28,1080391.0,bear
2022-03-29,1094834.0,bear
2022-03-30,1079292.0,bear
2022-03-31,1090008.0,bear
2022-04-01,1095821.0,bear
2022-04-06,1097916.0,bear
2022-04-07,1094342.0,bear
2022-04-08,1118630.0,bear
2022-04-11,1112554.0,bear
2022-04-12,1103564.0,bear
2022-04-13,1113127.0,bear
2022-04-14,1127363.0,bear
2022-04-15,1107698.0,bear
2022-04-18,1089087.0,bear
2022-04-19,1100601.0,bear
2022-04-20,1074910.0,bear
2022-04-21,1066196.0,bear
2022-04-22,1070941.0,bear
2022-04-25,1051595.0,bear
2022-04-26,1042102.0,bear
2022-04-27,1055838.0,bear
2022-04-28,1097904.0,bear
2022-04-29,1093358.0,bear
2022-05-05,1085808.0,bear
2022-05-06,1079606.0,bear
2022-05-09,1081844.0,bear
2022-05-10,1070569.0,bear
2022-05-11,1078339.0,bear
2022-05-12,1068101.0,bear
2022-05-13,1099150.0,bear
2022-05-16,1000000.0,bear
2022-05-17,985627.0,bear
2022-05-18,994274.0,bear
2022-05-19,993701.0,bear
2022-05-20,995617.0,bear
2022-05-23,992971.0,bear
2022-05-24,980075.0,bear
2022-05-25,979855.0,bear
2022-05-26,976224.0,bear
2022-05-27,979476.0,bear
2022-05-30,977863.0,bear
2022-05-31,980901.0,bear
2022-06-01,985061.0,bear
2022-06-02,989186.0,bear
2022-06-06,1005442.0,bear
2022-06-07,1001230.0,bear
2022-06-08,998763.0,bear
2022-06-09,997443.0,bear
2022-06-10,1006256.0,bear
2022-06-13,1011007.0,bear
2022-06-14,1012019.0,bear
2022-06-15,1007630.0,bear
2022-06-16,1010756.0,bear
2022-06-17,1014308.0,bear
2022-06-20,1025076.0,bear
2022-06-21,1027843.0,bear
2022-06-22,1015196.0,bear
2022-06-23,1019389.0,bear
2022-06-24,1035466.0,bear
2022-06-27,1036531.0,bear
2022-06-28,1018624.0,bear
2022-06-29,1011988.0,bear
2022-06-30,1019638.0,bear
2022-07-01,1019032.0,bear
2022-07-04,1017562.0,bear
2022-07-05,1008778.0,bear
2022-07-06,1007458.0,bear
2022-07-07,1006840.0,bear
2022-07-08,1005424.0,bear
2022-07-11,996358.0,bear
2022-07-12,985204.0,bear
2022-07-13,993454.0,bear
2022-07-14,994984.0,bear
2022-07-15,998236.0,bear
2022-07-18,1017436.0,bear
2022-07-19,1014442.0,bear
2022-07-20,1016806.0,bear
2022-07-21,1018522.0,bear
2022-07-22,1033828.0,bear
2022-07-25,1028158.0,bear
2022-07-26,1041046.0,bear
2022-07-27,1046620.0,bear
2022-07-28,1058104.0,bear
2022-07-29,1053274.0,bear
2022-08-01,1051762.0,bear
2022-08-02,1039450.0,bear
2022-08-03,1022956.0,bear
2022-08-04,1032478.0,bear
2022-08-05,1031440.0,bear
2022-08-08,1039204.0,bear
2022-08-09,1054528.0,bear
2022-08-10,1052452.0,bear
2022-08-11,1067188.0,bear
2022-08-12,1065334.0,bear
2022-08-15,1059556.0,bear
2022-08-16,1060960.0,bear
2022-08-17,1057426.0,bear
2022-08-18,1056286.0,bear
2022-08-19,1050232.0,bear
2022-08-22,1052860.0,bear
2022-08-23,1067782.0,bear
2022-08-24,1065250.0,bear
2022-08-25,1052458.0,bear
2022-08-26,1050460.0,bear
2022-08-29,1073218.0,bear
2022-08-30,1058032.0,bear
2022-08-31,1046392.0,bear
2022-09-01,1058656.0,bear
2022-09-02,1058302.0,bear
2022-09-05,1047982.0,bear
2022-09-06,1048222.0,bear
2022-09-07,1063438.0,bear
2022-09-08,1050388.0,bear
2022-09-09,1046194.0,bear
2022-09-13,1059430.0,bear
2022-09-14,1050154.0,bear
2022-09-15,1033768.0,bear
2022-09-16,1027156.0,bear
2022-09-19,1025884.0,bear
2022-09-20,1028260.0,bear
2022-09-21,1000000.0,bear
2022-09-22,995143.0,bear
2022-09-23,1004615.0,bear
2022-09-26,1016177.0,bear
2022-09-27,1036258.0,bear
2022-09-28,1041579.0,bear
2022-09-29,1023239.0,bear
2022-09-30,1016531.0,bear
2022-10-10,1003486.0,bear
2022-10-11,1007046.0,bear
2022-10-12,1009916.0,bear
2022-10-13,1007604.0,bear
2022-10-14,1005762.0,bear
2022-10-17,1010074.0,bear
2022-10-18,1014682.0,bear
2022-10-19,1002961.0,bear
2022-10-20,998441.0,bear
2022-10-21,988256.0,bear
2022-10-24,976433.0,bear
2022-10-25,976962.0,bear
2022-10-26,982227.0,bear
2022-10-27,971808.0,bear
2022-10-28,960307.0,bear
2022-10-31,956451.0,bear
2022-11-01,966298.0,bear
2022-11-02,970609.0,bear
2022-11-03,967681.0,bear
2022-11-04,975244.0,bear
2022-11-07,982477.0,bear
2022-11-08,985675.0,bear
2022-11-09,1000000.0,bear
